fips,community,jurisdiction,oc_city,oc_municipality,oc_town,oc_suburb,oc_village,oc_neighbourhood
17031351100,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,Bronzeville
17031350400,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,NA
17031351000,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,NA
17031351400,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,Bronzeville
17031351500,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,Bronzeville
17031842000,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,Bronzeville
17031839600,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,Bronzeville
17031839500,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,Bronzeville
17031170200,Dunning,Chicago,Chicago,Jefferson Township,NA,Dunning,NA,Schorsch
17031170300,Dunning,Chicago,Chicago,Jefferson Township,NA,Dunning,NA,Dunning
17031170400,Dunning,Chicago,Chicago,Jefferson Township,NA,Dunning,NA,Dunning
17031170500,Dunning,Chicago,Chicago,Jefferson Township,NA,NA,NA,Dunning
17031170600,Dunning,Chicago,Chicago,Jefferson Township,NA,NA,NA,Dunning
17031170700,Dunning,Chicago,Chicago,Jefferson Township,NA,NA,NA,Dunning
17031170800,Dunning,Chicago,Chicago,Jefferson Township,NA,Dunning,NA,Dunning
17031170900,Dunning,Chicago,Chicago,Jefferson Township,NA,NA,NA,NA
17031171000,Dunning,Chicago,Chicago,Jefferson Township,NA,Dunning,NA,Dunning
17031170100,Dunning,Chicago,Chicago,Jefferson Township,NA,Dunning,NA,Dunning
17031271500,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031271800,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031836800,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031837000,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031837100,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031837400,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031837300,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031270500,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031271200,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031271300,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031271400,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031836900,East Garfield Park,Chicago,Chicago,NA,NA,East Garfield Park,NA,NA
17031520200,East Side,Chicago,Chicago,Hyde Park Township,NA,East Side,NA,East Side
17031520300,East Side,Chicago,Chicago,Hyde Park Township,NA,East Side,NA,East Side
17031520400,East Side,Chicago,Chicago,Hyde Park Township,NA,East Side,NA,East Side
17031520600,East Side,Chicago,Chicago,Hyde Park Township,NA,NA,NA,East Side
17031520100,East Side,Chicago,Chicago,Hyde Park Township,NA,East Side,NA,East Side
17031030200,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater Glen
17031030300,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater Glen
17031030400,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Andersonville
17031030900,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Summerdale
17031030500,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater Glen
17031030102,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater Glen
17031030103,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater Glen
17031030601,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater
17031030703,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater
17031030702,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater
17031030800,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Andersonville
17031030603,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater
17031030101,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater Glen
17031030701,Edgewater,Chicago,Chicago,Lake View Township,NA,Edgewater,NA,Edgewater
17031090200,Edison Park,Chicago,Chicago,Jefferson Township,NA,Edison Park,NA,NA
17031090100,Edison Park,Chicago,Chicago,Jefferson Township,NA,Edison Park,NA,NA
17031090300,Edison Park,Chicago,Chicago,Jefferson Township,NA,Edison Park,NA,NA
17031804404,Elgin,Suburban Cook County,Elgin,Hanover Township,NA,NA,NA,NA
17031804405,Elgin,Suburban Cook County,Elgin,Hanover Township,NA,NA,NA,NA
17031804406,Elgin,Suburban Cook County,Elgin,Hanover Township,NA,NA,NA,NA
17031804606,Elk Grove Village,Suburban Cook County,NA,Schaumburg Township,NA,NA,NA,NA
17031770400,Elk Grove Village,Suburban Cook County,NA,Elk Grove Township,Elk Grove Village,NA,NA,NA
17031770201,Elk Grove Village,Suburban Cook County,NA,Elk Grove Township,NA,NA,NA,NA
17031770500,Elk Grove Village,Suburban Cook County,NA,Elk Grove Township,Elk Grove Village,NA,NA,NA
17031810701,Elmwood Park,Suburban Cook County,NA,Leyden Township,Elmwood Park,NA,NA,Ellsworth
17031810702,Elmwood Park,Suburban Cook County,NA,Leyden Township,Elmwood Park,NA,NA,Ellsworth
17031810800,Elmwood Park,Suburban Cook County,NA,Leyden Township,Elmwood Park,NA,NA,Ellsworth
17031810900,Elmwood Park,Suburban Cook County,NA,Leyden Township,Elmwood Park,NA,NA,Ellsworth
17031811000,Elmwood Park,Suburban Cook County,NA,Leyden Township,Elmwood Park,NA,NA,NA
17031680600,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031834600,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031681000,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,Becks Park
17031681100,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031680500,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031680900,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,Becks Park
17031681200,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,Becks Park
17031681300,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031681400,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031834800,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031834700,Englewood,Chicago,Chicago,Lake Township,NA,Englewood,NA,NA
17031808800,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031810301,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031809400,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Downtown
17031809500,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Downtown
17031809600,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031809700,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,South Evanston
17031809800,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,South Evanston
17031809900,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,South Evanston
17031810000,Evanston,Evanston,NA,Evanston Township,Evanston,Rogers Park,NA,NA
17031810100,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031810200,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031810302,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031808702,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031808900,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Central Street Merchant District
17031809000,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Central Street Merchant District
17031809100,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Central Street Merchant District
17031809200,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,NA
17031809300,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Downtown
17031809402,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Downtown
17031809401,Evanston,Evanston,NA,Evanston Township,Evanston,NA,NA,Downtown
17031821600,Evergreen Park,Suburban Cook County,NA,Worth Township,Evergreen Park,NA,NA,NA
17031821700,Evergreen Park,Suburban Cook County,NA,Worth Township,Evergreen Park,NA,NA,NA
17031821800,Evergreen Park,Suburban Cook County,NA,Worth Township,Evergreen Park,NA,NA,NA
17031821900,Evergreen Park,Suburban Cook County,NA,Worth Township,Evergreen Park,NA,NA,NA
17031828801,Flossmoor,Suburban Cook County,NA,Bloom Township,NA,NA,Flossmoor,NA
17031829800,Flossmoor,Suburban Cook County,NA,Rich Township,NA,NA,Flossmoor,NA
17031120100,Forest Glen,Chicago,Chicago,Jefferson Township,NA,Forest Glen,NA,Wildwood
17031120200,Forest Glen,Chicago,Chicago,Jefferson Township,NA,Forest Glen,NA,Edgebrook
17031120300,Forest Glen,Chicago,Chicago,Jefferson Township,NA,Forest Glen,NA,Sauganash
17031120400,Forest Glen,Chicago,Chicago,Jefferson Township,NA,Forest Glen,NA,Forest Glen
17031807900,Forest Glen,Suburban Cook County,NA,Niles Township,NA,Forest Glen,Lincolnwood,NA
17031815900,Forest Park,Suburban Cook County,NA,Proviso Township,Forest Park,NA,NA,NA
17031816000,Forest Park,Suburban Cook County,NA,Proviso Township,Forest Park,NA,NA,NA
17031816100,Forest Park,Suburban Cook County,NA,Proviso Township,Forest Park,NA,NA,NA
17031820800,Forest View,Stickney,NA,Stickney Township,NA,NA,Forest View,NA
17031811402,Franklin Park,Suburban Cook County,NA,Leyden Township,Franklin Park,NA,NA,NA
17031811401,Franklin Park,Suburban Cook County,NA,Leyden Township,Franklin Park,NA,NA,NA
17031811500,Franklin Park,Suburban Cook County,NA,Leyden Township,Franklin Park,NA,NA,NA
17031811701,Franklin Park,Suburban Cook County,NA,Leyden Township,Franklin Park,NA,NA,NA
17031811302,Franklin Park,Suburban Cook County,NA,Leyden Township,Franklin Park,NA,NA,NA
17031835500,Fuller Park,Chicago,Chicago,Lake Township,NA,Fuller Park,NA,NA
17031835600,Fuller Park,Chicago,Chicago,Lake Township,NA,Fuller Park,NA,NA
17031630400,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,Garfield Manor
17031630200,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,NA
17031630300,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,Garfield Manor
17031630500,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,NA
17031630800,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,Marquette Manor
17031630900,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,Garfield Manor
17031630100,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,NA
17031835100,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,Marquette Manor
17031630600,Gage Park,Chicago,Chicago,Lake Township,NA,Gage Park,NA,NA
17031560100,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,Sleepy Hollow
17031560200,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,Sleepy Hollow
17031560300,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,Archer Limits
17031560700,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,NA
17031560800,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,NA
17031560900,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,NA
17031561000,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,NA
17031980100,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,NA
17031560400,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,Archer Limits
17031561100,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,NA
17031835200,Garfield Ridge,Chicago,Chicago,Lake Township,NA,Garfield Ridge,NA,NA
17031800100,Glencoe,Suburban Cook County,NA,New Trier Township,NA,NA,Glencoe,NA
17031800200,Glencoe,Suburban Cook County,NA,New Trier Township,NA,NA,Glencoe,NA
17031802002,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031801400,Glenview,Suburban Cook County,NA,New Trier Township,Glenview,NA,NA,NA
17031801603,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031801901,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031801902,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031802100,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031802200,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031802300,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031805202,Glenview,Suburban Cook County,NA,Maine Township,Glenview,NA,NA,NA
17031802004,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031802003,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031801607,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031801608,Glenview,Suburban Cook County,NA,Northfield Township,Glenview,NA,NA,NA
17031828701,Glenwood,Suburban Cook County,NA,Bloom Township,NA,NA,Glenwood,NA
17031828702,Glenwood,Suburban Cook County,NA,Bloom Township,NA,NA,Glenwood,NA
17031381800,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031381900,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,Forestville
17031835900,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031836000,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,Forestville
17031381500,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031380700,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031835700,Grand Boulevard,Chicago,Chicago,Lake Township,NA,Grand Boulevard,NA,NA
17031843600,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,Forestville
17031380100,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031380200,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031380500,Grand Boulevard,Chicago,Chicago,Lake Township,NA,Grand Boulevard,NA,NA
17031381200,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,Forestville
17031381400,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031381700,Grand Boulevard,Chicago,Chicago,Lake Township,NA,Grand Boulevard,NA,NA
17031835800,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,Forestville
17031380600,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031844600,Grand Boulevard,Chicago,Chicago,Hyde Park Township,NA,Grand Boulevard,NA,NA
17031841800,Greater Grand Crossing,Chicago,Chicago,Hyde Park Township,NA,Greater Grand Crossing,NA,Pocket Town
17031691100,Greater Grand Crossing,Chicago,Chicago,Lake Township,NA,NA,NA,Greater Grand Crossing
17031690400,Greater Grand Crossing,Chicago,Chicago,Hyde Park Township,NA,Greater Grand Crossing,NA,Park Manor
17031691300,Greater Grand Crossing,Chicago,Chicago,Hyde Park Township,NA,Greater Grand Crossing,NA,Italian Bowery
17031691500,Greater Grand Crossing,Chicago,Chicago,Hyde Park Township,NA,Greater Grand Crossing,NA,Italian Bowery
17031690300,Greater Grand Crossing,Chicago,Chicago,Lake Township,NA,NA,NA,Greater Grand Crossing
17031690500,Greater Grand Crossing,Chicago,Chicago,Hyde Park Township,NA,Greater Grand Crossing,NA,Park Manor
17031691000,Greater Grand Crossing,Chicago,Chicago,Hyde Park Township,NA,Greater Grand Crossing,NA,Park Manor
17031804806,Hanover Park,Suburban Cook County,NA,Schaumburg Township,NA,Hanover Park,NA,NA
17031804510,Hanover Park,Suburban Cook County,NA,Hanover Township,NA,Hanover Park,NA,NA
17031804511,Hanover Park,Suburban Cook County,NA,Hanover Township,NA,Hanover Park,NA,NA
17031827000,Harvey,Suburban Cook County,NA,Thornton Township,Harvey,NA,NA,North Harvey
17031827100,Harvey,Suburban Cook County,NA,Thornton Township,Harvey,NA,NA,NA
17031827300,Harvey,Suburban Cook County,NA,Thornton Township,Harvey,NA,NA,NA
17031827400,Harvey,Suburban Cook County,NA,Thornton Township,Harvey,NA,NA,NA
17031827500,Harvey,Suburban Cook County,NA,Thornton Township,Harvey,NA,NA,NA
17031826901,Harvey,Suburban Cook County,NA,Thornton Township,Harvey,NA,NA,NA
17031826902,Harvey,Suburban Cook County,NA,Thornton Township,Harvey,NA,NA,NA
17031827700,Hazel Crest,Suburban Cook County,NA,Thornton Township,Hazel Crest,NA,NA,NA
17031825503,Hazel Crest,Suburban Cook County,NA,Bremen Township,Hazel Crest,NA,NA,NA
17031825504,Hazel Crest,Suburban Cook County,NA,Bremen Township,Hazel Crest,NA,NA,Village West
17031520500,Hegewisch,Chicago,Chicago,Hyde Park Township,NA,Hegewisch,NA,East Side
17031550200,Hegewisch,Chicago,Chicago,Hyde Park Township,NA,Hegewisch,NA,NA
17031550100,Hegewisch,Chicago,Chicago,Hyde Park Township,NA,Hegewisch,NA,NA
17031200402,Hermosa,Chicago,Chicago,Jefferson Township,NA,Hermosa,NA,NA
17031200401,Hermosa,Chicago,Chicago,Jefferson Township,NA,Hermosa,NA,NA
17031200300,Hermosa,Chicago,Chicago,Jefferson Township,NA,Hermosa,NA,NA
17031200100,Hermosa,Chicago,Chicago,Jefferson Township,NA,Hermosa,NA,NA
17031200200,Hermosa,Chicago,Chicago,Jefferson Township,NA,Hermosa,NA,NA
17031831200,Hermosa,Chicago,Chicago,Jefferson Township,NA,Hermosa,NA,NA
17031823702,Hickory Hills,Suburban Cook County,NA,Palos Township,Hickory Hills,NA,NA,NA
17031823704,Hickory Hills,Suburban Cook County,NA,Palos Township,Hickory Hills,NA,NA,NA
17031823705,Hickory Hills,Suburban Cook County,NA,Palos Township,Hickory Hills,NA,NA,NA
17031823703,Hickory Hills,Suburban Cook County,NA,Palos Township,Hickory Hills,NA,NA,NA
17031818401,Hillside,Suburban Cook County,NA,Proviso Township,NA,NA,Hillside,NA
17031818300,Hillside,Suburban Cook County,NA,Proviso Township,NA,NA,Hillside,NA
17031820000,Hinsdale,Suburban Cook County,NA,Lyons Township,NA,NA,Hinsdale,NA
17031820202,Hodgkins,Suburban Cook County,NA,Lyons Township,NA,NA,Hodgkins,Gary
17031804701,Hoffman Estates,Suburban Cook County,NA,Hanover Township,NA,NA,Hoffman Estates,NA
17031804713,Hoffman Estates,Suburban Cook County,NA,Schaumburg Township,NA,NA,Hoffman Estates,NA
17031804715,Hoffman Estates,Suburban Cook County,NA,Schaumburg Township,NA,NA,Hoffman Estates,NA
17031804104,Hoffman Estates,Suburban Cook County,NA,Palatine Township,NA,NA,Hoffman Estates,NA
17031804706,Hoffman Estates,Suburban Cook County,NA,Schaumburg Township,NA,NA,Hoffman Estates,NA
17031804105,Hoffman Estates,Suburban Cook County,NA,Palatine Township,NA,NA,NA,NA
17031804705,Hoffman Estates,Suburban Cook County,NA,Schaumburg Township,NA,NA,Hoffman Estates,NA
17031804714,Hoffman Estates,Suburban Cook County,NA,Schaumburg Township,NA,NA,Hoffman Estates,NA
17031804311,Hoffman Estates,Suburban Cook County,NA,Hanover Township,NA,NA,Hoffman Estates,NA
17031804403,Hoffman Estates,Suburban Cook County,NA,Hanover Township,NA,NA,Hoffman Estates,NA
17031804716,Hoffman Estates,Suburban Cook County,NA,Schaumburg Township,NA,NA,Hoffman Estates,NA
17031804709,Hoffman Estates,Suburban Cook County,NA,Schaumburg Township,NA,NA,Hoffman Estates,NA
17031804313,Hoffman Estates,Suburban Cook County,NA,Hanover Township,NA,NA,Hoffman Estates,NA
17031804312,Hoffman Estates,Suburban Cook County,NA,Hanover Township,NA,NA,NA,NA
17031804314,Hoffman Estates,Suburban Cook County,NA,Hanover Township,NA,NA,Hoffman Estates,NA
17031822000,Hometown,Suburban Cook County,NA,Worth Township,NA,NA,Hometown,NA
17031828401,Homewood,Suburban Cook County,NA,Thornton Township,Homewood,NA,NA,NA
17031828402,Homewood,Suburban Cook County,NA,Thornton Township,Homewood,NA,NA,NA
17031828601,Homewood,Suburban Cook County,NA,Bloom Township,Homewood,NA,NA,NA
17031828602,Homewood,Suburban Cook County,NA,Bloom Township,Homewood,NA,NA,NA
17031836700,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031836600,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031230100,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031230200,Humboldt Park,Chicago,Chicago,Jefferson Township,NA,Humboldt Park,NA,Beat 2535
17031230300,Humboldt Park,Chicago,Chicago,Jefferson Township,NA,Humboldt Park,NA,Simons
17031230400,Humboldt Park,Chicago,Chicago,Jefferson Township,NA,Humboldt Park,NA,Beat 2535
17031230500,Humboldt Park,Chicago,Chicago,Jefferson Township,NA,Humboldt Park,NA,NA
17031230700,Humboldt Park,Chicago,Chicago,Jefferson Township,NA,Humboldt Park,NA,Beat 2535
17031230800,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,Beat 2535
17031230900,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031230600,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031231200,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031231100,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031231500,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031842100,Humboldt Park,Chicago,Chicago,NA,NA,Humboldt Park,NA,NA
17031410500,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031410600,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031410700,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031410800,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031411100,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031411200,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031836300,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031836200,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031410200,Hyde Park,Chicago,Chicago,Hyde Park Township,NA,Hyde Park,NA,NA
17031820204,Indian Head Park,Suburban Cook County,NA,Lyons Township,NA,NA,Indian Head Park,NA
17031803603,Inverness,Suburban Cook County,NA,Palatine Township,NA,NA,Inverness,NA
17031160502,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160602,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160601,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160501,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160100,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160200,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160300,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160400,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160700,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160800,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031160900,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031161000,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031161100,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031161200,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031161300,Irving Park,Chicago,Chicago,Jefferson Township,NA,Irving Park,NA,NA
17031110100,Jefferson Park,Chicago,Chicago,Jefferson Township,NA,Jefferson Park,NA,Gladstone
17031110501,Jefferson Park,Chicago,Chicago,Jefferson Township,NA,Jefferson Park,NA,NA
17031110502,Jefferson Park,Chicago,Chicago,Jefferson Township,NA,Jefferson Park,NA,NA
17031110400,Jefferson Park,Chicago,Chicago,Jefferson Township,NA,Jefferson Park,NA,Colonial Gardens
17031110200,Jefferson Park,Chicago,Chicago,Jefferson Township,NA,Jefferson Park,NA,Gladstone
17031110300,Jefferson Park,Chicago,Chicago,Jefferson Township,NA,Jefferson Park,NA,Colonial Gardens
17031820605,Justice,Suburban Cook County,NA,Lyons Township,NA,NA,Justice,NA
17031820603,Justice,Suburban Cook County,NA,Lyons Township,NA,NA,Justice,NA
17031820604,Justice,Suburban Cook County,NA,Lyons Township,NA,NA,Justice,NA
17031190900,Kelvyn Grove,Chicago,Chicago,Jefferson Township,NA,NA,NA,Kelvyn Grove
17031800600,Kenilworth,Suburban Cook County,NA,New Trier Township,NA,NA,Kenilworth,NA
17031390400,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031390100,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031390200,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,NA
17031390300,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,NA
17031390500,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031390600,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031390700,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031410100,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031410900,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031836500,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031836400,Kenwood,Chicago,Chicago,Hyde Park Township,NA,Kenwood,NA,Indian Village
17031819500,La Grange,Suburban Cook County,NA,Lyons Township,La Grange,NA,NA,NA
17031819600,La Grange,Suburban Cook County,NA,Lyons Township,La Grange,NA,NA,NA
17031819700,La Grange,Suburban Cook County,NA,Lyons Township,La Grange,NA,NA,NA
17031818600,La Grange Park,Suburban Cook County,NA,Proviso Township,La Grange Park,NA,NA,NA
17031818900,La Grange Park,Suburban Cook County,NA,Proviso Township,La Grange Park,NA,NA,NA
17031060200,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,Cuyler
17031061200,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031031400,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,Pine Grove
17031062300,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
17031061902,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,Pine Grove
17031063303,Lake View,Chicago,Chicago,Lake View Township,NA,Lake View,NA,NA
